Delivery_Contractor,Property_ID,Postcode_1,Participant_Age,EmployStatus,EmployType,HouseIncome,Date_Contact,Tenure,Tenure_Length,Social_Group,HP_Awareness,Reason_Sustainability,Sustainability_exp,Reason_Future,Future_exp,Reason_Upgrade,Upgrade_exp,Reason_Building,Building_exp,Reason_Financial,Financial_exp,Reason_Technology,Technology_exp,Reason_Research,Research_exp,Reason_Planned,Planned_exp,Reason_Replacement,Replacement_exp,Reason_Other,Other_exp,Date_Survey,Name_Survey,House_Type,House_Form_x,House_Env,House_Age_x,House_SAP,No_Adults,No_Child,No_Storeys,Total_Floor_Area,Habitable_Rooms,Bedrooms,Heated_rooms,Floor_Height,Wall_Type,Floor_Type,Roof_Type,Glazed_Type,Mains_Gas_Flag,Main_Fuel,Heat_Primary_Source,Heat_Secondary_Source,TS_Existing,TS_Existing_Size,No_Underfloor,Existing_Fires,Existing_Cooking,Outside_Space,Outside_Access,Elec_currentuse,Gas_currentuse,MCS_SHLoad,MCS_Hloss,MCS_SHAnnual,MCS_DHWAnnual,MCS_Immersion,MCS_Flow_Temp_x,MCS_SCOP_x,Suit_ASHP,Suit_GSHP,Suit_HTASHP,Suit_Hybrid,HP_Recommend,HP_NoRec_R1,HP_NoRec_R2,Measures_Recommend,EstCost_System,EstCost_Ancillary,EstCost_Running,EstCost_Etariff,EstCost_Gtariff,Part_Install_Decision,Part_No_Reason1,Part_No_Reason2,Date_Installation,Name_Install,HP_Installed_x,HP_Installed_Detail,HP_Brand_x,HP_Model_x,HP_Size_kW_x,HP_Refrigerant_x,GSHP_Space,TS_Type,TS_Water_Size,TS_PCM_Size,HP_Control_Zones,Measures_emitters_LT,Measures_emitters_Std,Measures_Fanassist,HP_Aesthetic,HP_Noise,Cooling,Cooling_Rooms,Fires_replaced,Cook_Replaced,Gas_disconnect,Measures_Loft,Measures_Windows,Measures_Doors,Measures_WI,Measures_DP,Cost_HP,Cost_TS,Cost_Install,Cost_Emitters,Cost_Cooling,Cost_LI,Cost_WI,Cost_Window,Cost_Door,Cost_DP,Install_time_HP,Install_time_measures,Comment,Included_SPF_analysis,Excluded_SPF_analysis_reason,Postcode,House_Form_y,House_Age_y,HP_Installed_y,HP_Brand_y,HP_Model_y,HP_Size_kW_y,HP_Refrigerant_y,Whole_dataset_start,Whole_dataset_end,Whole_dataset_duration_days,Cleansed_dataset_start,Cleansed_dataset_end,Cleansed_dataset_duration_days,Selected_window_start,Selected_window_end,Max_quality_score_selected_window,Mean_quality_score_selected_window,SPFH2_selected_window,SPFH3_selected_window,SPFH4_selected_window,Whole_System_Energy_Consumed_selected_window,HP_Energy_Output_selected_window,IH_Energy_Consumed_selected_window,BUH_Energy_Consumed_selected_window,CP_Energy_Consumed_selected_window,Boiler_Energy_Output_selected_window,Difference_SPFH2_SCOP,Proportional_difference_SPFH2_SCOP,Ratio_SPFH2_SCOP,Mean_annual_SH_flow_temp_selected_window,Mean_annual_HW_flow_temp_selected_window,Mean_annual_Return_temp_selected_window,Winter_mean_SH_flow_temp_selected_window,Winter_mean_return_temp_selected_window,Max_SH_flow_temp_selected_window,Flow_>65C_flag_selected_window,Proportion_flow_>65C_selected_window,Temp_cleaning_outcome,SW_proportion_complete_Whole_System_Energy_Consumed,SW_proportion_complete_HP_Energy_Output,SW_proportion_complete_IH_Energy_Consumed,SW_proportion_complete_BUH_Energy_Consumed,SW_proportion_complete_CP_Energy_Consumed,SW_proportion_complete_Boiler_Energy_Output,Acceptable_windows_count,Acceptable_windows_SPFH2_mean,Acceptable_windows_SPFH2_std,Acceptable_windows_SPFH2_median,Acceptable_windows_SPFH3_mean,Acceptable_windows_SPFH3_std,Acceptable_windows_SPFH3_median,Acceptable_windows_SPFH4_mean,Acceptable_windows_SPFH4_std,Acceptable_windows_SPFH4_median,MCS_Flow_Temp_y,MCS_SCOP_y,Included_coldest_day_analysis,Coldest_day_start,Coldest_day_COPH4,Coldest_day_External_Air_Temp_mean,Coldest_day_External_Air_Temp_max,Coldest_day_External_Air_Temp_min,Coldest_day_Internal_Air_Temp_mean,Coldest_day_Internal_Air_Temp_max,Coldest_day_Internal_Air_Temp_min,Coldest_day_Whole_System_Energy_Consumed,Coldest_day_HP_Energy_Output,Coldest_day_IH_Energy_Consumed,Coldest_day_BUH_Energy_Consumed,Coldest_day_CP_Energy_Consumed,Coldest_day_Boiler_Energy_Output,CD_proportion_complete_Whole_System_Energy_Consumed,CD_proportion_complete_HP_Energy_Output,CD_proportion_complete_IH_Energy_Consumed,CD_proportion_complete_BUH_Energy_Consumed,CD_proportion_complete_CP_Energy_Consumed,CD_proportion_complete_Boiler_Energy_Output
E.ON,EOH2668,NE3,43.0,Working Full time (>30hrs),Manager,"50,001+",2020-07-16T00:00:00.000Z,Owner-Occupied,14.0,AB,3.0,YES,,NO,,YES,,NO,,YES,,NO,,NO,,NO,,NO,,NO,,18/08/2020,Phoenix,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None - Installation not recommended,Practical_SpaceExternal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E.ON,EOH2669,NE5,68.0,Working Full time (>30hrs),Clerical,"40,001 - 50,000",2021-02-09T00:00:00.000Z,Owner-Occupied,26.0,C1,2.0,YES,,NO,,NO,,NO,,YES,potential for bill savings,NO,,NO,,NO,,NO,,NO,,19/02/2021,Phoenix,House,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OVO,EOH2670,SO22,42.0,Working Full time (>30hrs),Professional,Prefer not to say,2020-09-14T00:00:00.000Z,Owner-Occupied,6.0,AB,4.0,Yes,I am keen to reduce the environmental impact of my home - and to make it more carbon neutral. This is important to my family and my children.,Yes,I believe that heat pumps and SunAmp batteries give a very efficient way to heat a home and provide hot water without burning fossil fuels.,Yes,THis is definitely the next project to do in advance of replacing our gas boiler. I would like to support any research that allows others to take advantage of this technology cheaply. WE need to convert existing housing stock rapidly.,No,I do not have any immediate plans to undertake work to the property at this time.,Yes,"Clearly not having to fund this project would be an advantage, but the main driver for doing so is to demonstrate its effectiveness to others, so that they are encouraged to take the switch.",Yes,Heat pumps and Sun Amp are such good and established methods of heating a home from renewable sources that I am really keen on taking advantage of this as soon as is practicable for my family.,Yes,"For reasons given above, I believe that the more people can see that this is an efficient and low cost way of heating a home, the more they will be keen to interact with this technology.",No,I am investigating the possibilities of a heat pump but at this time I am finding that the costs are quite prohibitive. This is an excellent way of helping my family and wider society.,Yes,At some point I will need to replace my gas boiler and I would like to avoid using the same outdated technology which kills the planet.,,,22/02/2021,Retrofitworks,House,Detached,Suburban,2001+,,2.0,2.0,3.0,110.96,6.0,3.0,6.0,2.4,Cavity_Insulated,Solid,Pitched,Double,Yes,Gas,Gas Boiler - Standard,,Water,100,0.0,0.0,0.0,No,No,,,,,,,,,,Yes with additional measures,No,Yes with additional measures,Yes with additional measures,None - Installation not recommended,Practical_SpaceInternal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Warmworks,EOH2671,EH19,72.0,Retired,Pensioner,Prefer not to say,2020-08-20T00:00:00.000Z,Owner-Occupied,30.0,DE,3.0,Yes,,Yes,,No,,No,,Yes,,No,,No,,No,,No,,No,,25/09/2020,Warmworks,House,Detached,Rural,1965-1980,C,2.0,0.0,2.0,98.82,6.0,3.0,6.0,2.3,Cavity_Insulated,Solid,Pitched,Double,Yes,Gas,Gas Boiler - Standard,Fire - Gas,Water,Normal (90-130l),0.0,1.0,1.0,No,No,,,6.4,,16147.0,3821.0,0.0,,,Yes,No,Yes,No,HT_ASHP,,,,,,948.44,15.0,5.0,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OVO,EOH2672,TN13,44.0,Working Full time (>30hrs),Professional,"50,001+",2021-02-11T00:00:00.000Z,Owner-Occupied,9.0,AB,4.0,Yes,,Yes,,Yes,,No,,Yes,,Yes,,Yes,,Yes,,No,,No,,26/02/2021,Retrofitworks,House,Semi-Detached,Urban,1945-1964,,2.0,0.0,1.0,83.5,5.0,3.0,5.0,2.4,Cavity_Insulated,Solid,Pitched,Double,Yes,Gas,Gas Boiler - Combi,,,,0.0,0.0,0.0,No,No,,,5.51,45.71,9891.0,3821.0,136.0,47.0,4.01,Yes,No,Yes,Yes,ASHP,,,,12549.0,,562.31,15.0,,Yes,,,24/03/2021,Ecolution Group,ASHP,,Mitsubishi,PUZ-WM85VAA,8.5,R32,,Water_New,250.0,,1.0,0.0,0.0,0.0,,Low Noise Heat Pump,No,0.0,0.0,0.0,No,No,0.0,0.0,,No,5822.52,1810.51,3016.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,,True,,TN13,Semi-Detached,1945-1964,ASHP,Mitsubishi,PUZ-WM85VAA,8.5,R32,2021-05-17T18:40:00.000Z,2023-09-29T00:00:00.000Z,864.22,2021-05-17T18:40:00.000Z,2023-09-28T23:58:00.000Z,864.22,2022-08-05T00:00:00.000Z,2023-08-05T00:00:00.000Z,0.0,0.0,3.03,2.932,2.899,3749.73,10692.01,180.32,0.0,40.94,,-0.98,-24.43,1.32,35.53,36.61,33.87,36.85,35.01,60.28,False,0.0,cleaned,1.0,1.0,0.999,,1.0,,492.0,3.047,0.024,3.037,2.955,0.028,2.955,2.922,0.027,2.922,47.0,4.01,True,2022-12-15T00:00:00.000Z,2.39,-4.15,-1.65,-7.51,19.79,20.08,19.33,44.22,105.67,0.0,0.0,0.26,,1.0,1.0,1.0,,1.0,
E.ON,EOH2673,NE3,67.0,Working Full time (>30hrs),Clerical,"30,001 - 40,000",2021-03-03T00:00:00.000Z,Owner-Occupied,25.0,C1,2.0,YES,,NO,,NO,,NO,,YES,Government grant / free,NO,,NO,,NO,,NO,,NO,,25/03/2021,Phoenix,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Practical_DisruptionWorks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Warmworks,EOH2674,EH10,69.0,Retired,Pensioner,"20,001 - 25,000",2021-05-13T00:00:00.000Z,Owner-Occupied,24.0,AB,3.0,Yes,,Yes,,No,,Yes,,No,,No,,No,,No,,No,,No,,22/06/2021,Warmworks,Maisonette,Mid-Terrace,Urban,Pre 1919,C,2.0,0.0,1.0,110.7,4.0,2.0,4.0,3.0,Cavity_No_insulation,Suspended,Another Dwelling Above,Double,Yes,Gas,Gas Boiler - Combi,,,,0.0,0.0,0.0,No,No,,,,,,,,,,Yes,No,Yes,Yes,ASHP,,,,,,,,,No,Practical_DisruptionTime,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Warmworks,EOH2675,EH9,55.0,Working Full time (>30hrs),Manager,"50,001+",2020-08-04T00:00:00.000Z,Owner-Occupied,25.0,AB,4.0,Yes,About trying to reduce their carbon footprint.,Yes,,No,,No,,No,,Yes,,No,,No,,No,,No,,30/08/2020,Warmworks,House,Detached,Urban,1919-1944,E,3.0,0.0,2.0,135.55,7.0,4.0,7.0,2.69,Cavity_Insulated,Suspended,Pitched,Double,Yes,Gas,Gas Boiler - Combi,Fire - Wood,,,0.0,0.0,1.0,No,No,,,11.6,86.0,31390.0,2865.0,0.0,50.0,3.92,No,No,Yes,Yes,HT_ASHP,,,,,,1443.87,15.0,,Yes,,,04/11/2020,Everwarm,HT_ASHP,,Vaillant,VWL 125/6 A 230V S2,12.0,R290,0.0,Water_New,200.0,,1.0,,11.0,0.0,,Low Noise Heat Pump,No,0.0,0.0,0.0,No,No,0.0,0.0,,No,17943.13,3572.21,1610.23,2976.34,,,,,,,2.0,0.0,,False,Less than 1yr usable data,EH9,Detached,1919-1944,HT_ASHP,Vaillant,VWL 125/6 A 230V S2,12.0,R290,2020-11-12T13:20:00.000Z,2023-09-29T00:00:00.000Z,1050.44,2020-11-12T13:20:00.000Z,2023-09-28T23:58:00.000Z,1050.44,,,,,,,,,,,,,,,,,,,,,,,,,cleaned,,,,,,,,,,,,,,,,,50.0,3.92,True,2022-12-13T00:00:00.000Z,2.228,-6.42,-2.6,-8.37,17.95,18.56,17.06,68.38,152.33,0.0,0.0,0.66,,1.0,1.0,,,1.0,
Warmworks,EOH2676,KY5,69.0,Retired,Pensioner,"16,201 - 20,000",2020-09-12T00:00:00.000Z,Owner-Occupied,35.0,DE,3.0,Yes,,Yes,,No,,No,,Yes,,No,,No,,No,,No,,No,,12/10/2020,Warmworks,House,Semi-Detached,Suburban,1945-1964,D,2.0,0.0,2.0,91.2,4.0,2.0,4.0,,Cavity_Insulated,Suspended,Pitched,Double,Yes,Gas,Gas Boiler - Combi,,,,0.0,0.0,1.0,No,No,4254.0,2740.0,,,,,,,,Yes,Yes,Yes,Yes with additional measures,Hybrid,,,,,,,,,No,Social_Perception,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OVO,EOH2677,RH13,41.0,Working Full time (>30hrs),Professional,"50,001+",2020-08-15T00:00:00.000Z,Owner-Occupied,,AB,2.0,Yes,,Yes,"Its an old house, long term it would be an incredibly positive move to get it set up to have lower carbon emissions.",Yes,At some point wed like to move to using a heart pump if its viable and affordable.,No,Weve just moved in and any refurbishments will be long term for financial reasons.,Yes,Given the option who wouldnt be?,Yes,Anything which works towards sustainability is definitely desirable.,Yes,Anything that helps bring these technologies to peeled attention and prices they can be successful is a positive move. What a great idea!,No,I hadnt considered this until this offer came up... Itll be something we choose to do at some point I believe regardless of whether were selected.,Yes,"Its not terribly, but I think itll need replacing at some point.",No,,28/01/2021,Retrofitworks,House,End-Terrace,Suburban,Pre 1919,,2.0,2.0,3.0,141.0,,,,,,,,,,Gas,Gas Boiler - Standard,,,,1.0,,,,,,,,,,,,,,,,,,None - Installation not recommended,Programme_TargetMet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E.ON,EOH2678,NE3,,Prefer not to say,Prefer not to say,Prefer not to say,2020-09-24T00:00:00.000Z,Rented (Social),0.9,DE,1.0,NO,,NO,,YES,opportunity to replace elec storage heaters,NO,,YES,lower bills from elec storage heaters,NO,,NO,,NO,,NO,,NO,,11/01/2021,E.ON,Flat,Flat,Suburban,1967 - 1975,,1.0,0.0,1.0,37.6,2.0,1.0,5.0,2.3,Solid_Insulated,Solid,Pitched,Double,No,Electricity,Electric - Storage,,Water,80,0.0,0.0,0.0,Yes - Borehole,Yes,,,2.463,65.5,6056.0,1910.0,191.0,,,No,Yes,No,No,GSHP,,,None Required,,14707.5,351.09,14.3,,Yes,,,08/10/2021,Groundheat,GSHP,Shared_Groundloop,Vaillant,20260514,3.0,R410A,900.0,Water_new,100.0,,1.0,6.0,0.0,0.0,none,none,No,0.0,0.0,0.0,No,No,0.0,0.0,,no,11605.06,1702.0,,2130.01,0.0,0.0,0.0,0.0,0.0,0.0,84.0,0.0,,True,,NE3,Flat,1967 - 1975,GSHP,Vaillant,20260514,3.0,R410A,2021-10-15T11:14:00.000Z,2023-08-16T10:28:00.000Z,669.97,2021-10-15T11:16:00.000Z,2023-08-16T10:26:00.000Z,669.97,2022-02-12T00:00:00.000Z,2023-02-12T00:00:00.000Z,3.1,0.015,3.38,3.261,2.957,1460.26,4252.05,66.63,0.0,135.79,,,,,45.59,46.21,43.51,47.04,44.9,58.34,False,0.0,cleaned,0.987,0.987,0.987,,0.987,,64.0,3.383,0.009,3.381,3.268,0.022,3.261,2.965,0.018,2.959,,,False,2022-12-13T00:00:00.000Z,3.131,-5.52,-2.97,-7.94,,,,19.96,62.52,0.0,0.0,1.43,,1.0,1.0,1.0,,1.0,
OVO,EOH2679,TN13,40.0,Working Full time (>30hrs),Manager,"50,001+",2021-01-31T00:00:00.000Z,Owner-Occupied,3.0,AB,4.0,Yes,"I am doing this to conserve our natural resources. I am passionate about this industry and work in the climate change industry. I have discussed the ASHP and GHG with many friends and family, who are making / considering changes to their homes too.",Yes,Definitely. We are interested to learn more about the different ways we can be more sustainable and rely less on fossil fuels.,Yes,We are underway to get an ASHP through the GHG + RHI. This pilot scheme will be faster and we are interested in getting the ASHP installed ASAP.,Yes,"Our house was built in the 1950ï¿½s. Upon purchase we knew we would need to update various aspects, including the heating system used. We are considering building works, however the heating system takes priority as this may require floorboards to be lifted, etc. Yes, we would like to take advantage of the pilot scheme.",Yes,We do not have the financial capacity to allocate ï¿½12k+ to this without relying on the government incentives. Additionally this pilot scheme takes a holistic approach as opposed to only undertaking the work that we can afford.,Yes,Definitely interested in learning more about the latest developments that would benefit our home. We are already aware that the thermostatic controls require updating and likely a smart meter too.,Yes,Definitely highly supportive and would be honoured to be involved.,Yes,"Yes, we have done research on the ASHP and are progressing how to have this installed. Should we be accepted into this scheme, we would cancel the discussions underway and our GHG application.",No,Our current boiler works well. This is eligible to be donated to a household in need. Please consider the ï¿½waste removalï¿½ side of this scheme to ensure useful boilers are considered for retrofitting.,No,,17/02/2021,Retrofitworks,House,Detached,Suburban,1945-1964,,2.0,0.0,2.0,104.7,6.0,3.0,6.0,2.5,Cavity_Insulated,Suspended,Pitched,Double,Yes,Gas,Gas Boiler - Standard,,Water,100,0.0,0.0,0.0,No,No,,,10.78,89.23,12612.0,4585.0,163.0,45.0,3.79,Yes,No,Yes,Yes,ASHP,,,Heat Emitters,13080.0,2163.0,1891.8,15.0,,Yes,,,22/03/2021,Ecolution Group,ASHP,,Mitsubishi,PUZ-WM112VAA,11.2,R32,,Water_New,300.0,,1.0,0.0,0.0,0.0,,Low Noise Heat Pump,No,0.0,0.0,0.0,No,No,0.0,0.0,,No,4927.47,1485.48,3276.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,,True,,TN13,Detached,1945-1964,ASHP,Mitsubishi,PUZ-WM112VAA,11.2,R32,2021-05-17T18:02:00.000Z,2023-09-23T14:24:00.000Z,858.85,2021-05-17T18:02:00.000Z,2023-09-23T14:22:00.000Z,858.85,2022-07-26T00:00:00.000Z,2023-07-26T00:00:00.000Z,1.0,0.0,3.895,3.812,3.741,4098.05,15214.92,116.13,0.0,75.9,,0.105,2.78,0.97,36.05,37.63,33.09,36.72,33.73,60.0,False,0.0,cleaned,0.999,0.999,0.999,,0.999,,492.0,3.954,0.054,3.928,3.876,0.057,3.852,3.802,0.054,3.779,45.0,3.79,True,2022-12-15T00:00:00.000Z,3.059,-4.15,-1.65,-7.51,17.33,17.7,16.79,49.67,151.94,0.0,0.0,0.8,,1.0,1.0,1.0,,1.0,
Warmworks,EOH2680,EH14,40.0,Working Full time (>30hrs),Professional,"50,001+",2020-08-08T00:00:00.000Z,Owner-Occupied,0.4,AB,3.0,Yes,,Yes,,No,,Yes,,No,,No,,No,,No,,No,,No,,16/09/2020,Warmworks,House,Semi-Detached,Suburban,1945-1964,C,2.0,2.0,2.0,85.8,5.0,3.0,5.0,2.46,Cavity_Insulated,Suspended,Pitched,Double,Yes,Gas,Gas Boiler - Combi,,,,0.0,0.0,1.0,Yes - Borehole,Yes,,,,,,,,,,Yes,Yes,Yes,No,GSHP,,,,,,,,,No,Practical_DisruptionWorks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OVO,EOH2681,PO4,39.0,Working Full time (>30hrs),Manager,"50,001+",2020-07-02T00:00:00.000Z,Owner-Occupied,,C1,2.0,Yes,,Yes,,Yes,,Yes,,Yes,,Yes,,Yes,,No,,No,,No,,03/12/2020,,House,,,Pre 1919,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,,,,,,,,,,No,Practical_DisruptionTime,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OVO,EOH2682,KT18,43.0,Working Full time (>30hrs),Manager,"50,001+",2020-09-15T00:00:00.000Z,Owner-Occupied,10.0,AB,4.0,Yes,,Yes,"I am trying to reduce the CO2 emissions of my home as far as practical, and with the decarbonisation of the grid a heat pumps seems a practical way of doing this.",Yes,"I am trying to reduce the CO2 emissions of my home as far as practical, and with the decarbonisation of the grid a heat pumps seems a practical way of doing this. My gas boiler is relatively efficient but is now10 years old so will need replacing relatively soon. The reduced CO2 emissions is the main driver for looking at a replacement though.",Yes,"We have just finished EWI installation so there is plenty of space at the side of the property. We are considering moving some walls upstairs to have a second bathroom, so this gives us more flexibility about where to site a new cylinder.",Yes,"Well, I had been considering a heat pump, but I dont have the money to install one in the next few years.",Yes,"I have been looking at heat pumps for some years (I work in the home energy saving sector), and the COP has been getting better and better, and Ive thought for some time that c2020 might be the time at which the technology got to the stage where it was a better option than gas.",Yes,Heat pumps seem to be the best current option for zero CO2 housing (in combination with the grid decarbonisation that were seeing) and Im very keen to support any measures that will test the performance of the technology and assist a wider rollout.,Yes,"As above, I have been considering a heat pump, but I dont have the money to install one in the next few years. I had hoped that my current EWI would make the current radiator system suitable for heat pump retrofit.",No,"The current boiler is 10 years old, and needs a little maintenance now but is still working well and probably has a few more years",No,,17/12/2020,Retrofitworks,House,Semi-Detached,Suburban,1919-1944,,2.0,0.0,2.0,77.98,6.0,3.0,6.0,2.56,Solid_Insulated,Suspended,Pitched,Double,Yes,Gas,Gas Boiler - Standard,,,,0.0,0.0,0.0,Yes - Borehole,Yes,,,6.15,72.21,12208.0,3821.0,136.0,53.0,3.51,Yes,No,Yes,Yes,ASHP,,,,11520.15,0.0,634.39,15.0,,Yes,,,10/05/2021,Ecolution Group,ASHP,,Mitsubishi,PUZ-WM85VAA,8.5,R32,,Water_New,210.0,,1.0,0.0,0.0,0.0,,,No,0.0,0.0,0.0,No,No,0.0,0.0,,No,6296.31,2165.24,3351.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,,True,,KT18,Semi-Detached,1919-1944,ASHP,Mitsubishi,PUZ-WM85VAA,8.5,R32,2021-05-13T14:44:00.000Z,2023-09-28T23:58:00.000Z,868.38,2021-05-13T14:46:00.000Z,2023-09-28T23:56:00.000Z,868.38,2021-05-21T00:00:00.000Z,2022-05-21T00:00:00.000Z,1.0,0.03,3.187,3.13,3.119,3952.92,12225.63,102.78,0.0,13.63,,-0.323,-9.21,1.1,39.39,41.6,36.41,40.63,37.65,60.12,False,0.0,cleaned,0.97,0.97,0.97,,0.97,,488.0,2.966,0.171,2.903,2.909,0.173,2.855,2.884,0.186,2.839,53.0,3.51,True,2022-12-15T00:00:00.000Z,2.265,-4.15,-1.65,-7.51,18.55,19.13,17.92,46.43,104.42,0.74,0.0,0.51,,1.0,1.0,1.0,,1.0,
E.ON,EOH2683,NE3,51.0,Working Full time (>30hrs),Supervisor,"40,001 - 50,000",2020-09-30T00:00:00.000Z,Owner-Occupied,20.0,C1,4.0,YES,,NO,,NO,,NO,,YES,Potential for bill savings,NO,,NO,,NO,,NO,,NO,,13/10/2020,Phoenix,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None - Installation not recommended,Practical_SpaceExternal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Warmworks,EOH2684,EH52,36.0,Working Full time (>30hrs),Professional,Prefer not to say,2021-05-05T00:00:00.000Z,Owner-Occupied,0.8,C1,2.0,Yes,,Yes,,No,,No,,No,,No,,Yes,,No,,No,,No,,24/06/2021,Warmworks,House,Mid-Terrace,Urban,1965-1980,C,2.0,1.0,2.0,96.38,5.0,3.0,5.0,2.6,Cavity_No_insulation,Suspended,Pitched,Double,Yes,Gas,Gas Boiler - Combi,,,,0.0,0.0,1.0,No,No,,,,,,,,,,Yes,No,Yes,Yes,None - Installation not recommended,Practical_SpaceExternal,Practical_SpaceInternal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E.ON,EOH2685,NE13,55.0,Working Full time (>30hrs),Professional,"50,001+",2021-02-25T00:00:00.000Z,Owner-Occupied,5.0,AB,4.0,YES,,NO,,NO,,NO,,YES,potential for bill savings,YES,,NO,,NO,,NO,,NO,,12/03/2021,Phoenix,House,Detached,Urban,1967 - 1975,E,3.0,0.0,2.0,134.0,7.0,4.0,11.0,2.3,Cavity_Insulated,Suspended,Pitched,Double,Yes,Gas,Gas Boiler - Combi,Fire - Wood,,,1.0,0.0,0.0,No,No,6000.0,20000.0,,,,,,,,Yes,No,Yes,No,ASHP,,,,,,,,,No,Practical_DisruptionWorks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
